mean_loss,std_loss,max_loss,zero_prob,method,block_length,window_days,trigger_feature,trigger_threshold,min_days,n_fishermen,daily_wage,n_simulations,n_jobs
987757.3558104397,229687.856917351,1809893.8241758249,0.0,speed_optimized_block_bootstrap,7,20,swh_p75_swan,2.26457132,1,3853.0,8.098901098901099,4000,12
